Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: word-a,Spreadsheet: word-b,Spreadsheet: word-answer,Spreadsheet: meaning-prompt,Spreadsheet: meaning-a,Spreadsheet: meaning-b,Response,Correct,Reaction Time
19.0,13612207.0,condition-2,21.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hh-doNyori.mp4,1,12976.399999999909
19.0,13612207.0,condition-2,22.0,a7,auditory,a7kk-gisigisi.mp4,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kk-gisigisi.mp4,1,13761.800000000165
19.0,13612207.0,condition-2,23.0,v8,visual,v8hh-marumaru.mp4,v8kk-garigari.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hh-marumaru.mp4,1,12671.899999999909
19.0,13612207.0,condition-2,24.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3hh-sukkiri.mp4,0,11447.40000000008
19.0,13612207.0,condition-2,25.0,i6,interoceptive,i6hh-noNbiri.mp4,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6hh-noNbiri.mp4,1,9264.499999999884
19.0,13612207.0,condition-2,26.0,i2,interoceptive,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,i2hh-syoboN.mp4,"downhearted, dejected","happy, elated, euphoric","downhearted, dejected",i2kk-ruNruN.mp4,0,10522.799999999988
19.0,13612207.0,condition-2,27.0,v3,visual,v3kk-hirahira.mp4,v3hh-pitari.mp4,v3kk-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3hh-pitari.mp4,0,18393.79999999999
19.0,13612207.0,condition-2,28.0,a9,auditory,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,a9kk-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kk-sakutto.mp4,1,8538.60000000021
19.0,13612207.0,condition-2,29.0,a2,auditory,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,a2hh-zyaazyaa.mp4,noisily gushing,noisily gushing,"dripping, trickling",a2hh-zyaazyaa.mp4,1,9356.099999999977
19.0,13612207.0,condition-2,30.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled","ruffled, disheveled","billowing, plump",v9kk-bosabosa.mp4,1,9399.09999999986
19.0,13612585.0,condition-2,1.0,a0,auditory,a0kk-katakata.mp4,a0hh-gosogoso.mp4,a0hh-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0hh-gosogoso.mp4,1,18704.900000000373
19.0,13612585.0,condition-2,2.0,v4,visual,v4kk-barabara.mp4,v4hh-bissiri.mp4,v4hh-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4hh-bissiri.mp4,1,34612.59999999963
19.0,13612585.0,condition-2,3.0,i4,interoceptive,i4hh-tyaNto.mp4,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude","attentive, proper attitude","flurried, nervous",i4hh-tyaNto.mp4,1,12328.70000000036
19.0,13612585.0,condition-2,4.0,i9,interoceptive,i9kk-dokidoki.mp4,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9hh-yuttari.mp4,0,21613.99999999962
19.0,13612585.0,condition-2,5.0,i7,interoceptive,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7kk-zokuzoku.mp4,1,8870.899999999994
19.0,13612585.0,condition-2,6.0,i3,interoceptive,i3hh-sukkiri.mp4,i3kk-iraira.mp4,i3kk-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3kk-iraira.mp4,1,8217.699999998906
19.0,13612585.0,condition-2,7.0,v5,visual,v5kk-nikoniko.mp4,v5hh-busuri.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5kk-nikoniko.mp4,1,8939.400000000023
19.0,13612585.0,condition-2,8.0,a8,auditory,a8hh-bosori.mp4,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8kk-kyaakyaa.mp4,0,7855.700000000012
19.0,13612585.0,condition-2,9.0,a6,auditory,a6hh-dosari.mp4,a6kk-katitto.mp4,a6hh-dosari.mp4,with a thud,with a thud,"click, snap",a6hh-dosari.mp4,1,9234.89999999886
19.0,13612585.0,condition-2,10.0,i2,interoceptive,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,i2hh-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kk-ruNruN.mp4,0,15898.899999999616
19.0,13612585.0,condition-2,11.0,a1,auditory,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,a1kk-batyabatya.mp4,splashing,drizzling,splashing,a1kk-batyabatya.mp4,1,7856.899999998859
19.0,13612585.0,condition-2,12.0,v6,visual,v6hh-huNwari.mp4,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6kk-gotugotu.mp4,0,9130.699999998906
19.0,13612585.0,condition-2,13.0,i6,interoceptive,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6kk-girigiri.mp4,0,11341.799999999988
19.0,13612585.0,condition-2,14.0,v3,visual,v3kk-hirahira.mp4,v3hh-pitari.mp4,v3kk-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3kk-hirahira.mp4,1,9173.599999999977
19.0,13612585.0,condition-2,15.0,a3,auditory,a3kk-syakisyaki.mp4,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3hh-ziriziri.mp4,0,8377.0
19.0,13612585.0,condition-2,16.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9hh-mukumuku.mp4,0,9516.599999999977
19.0,13612585.0,condition-2,17.0,v7,visual,v7kk-kiritto.mp4,v7hh-boNyari.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7hh-boNyari.mp4,0,9751.699999999604
19.0,13612585.0,condition-2,18.0,i5,interoceptive,i5hh-nobinobi.mp4,i5kk-harahara.mp4,i5kk-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5kk-harahara.mp4,1,12722.39999999886
19.0,13612585.0,condition-2,19.0,i1,interoceptive,i1kk-gatugatu.mp4,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1kk-gatugatu.mp4,1,12685.29999999964
19.0,13612585.0,condition-2,20.0,a2,auditory,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,a2hh-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2kk-potapota.mp4,0,11532.499999999942
19.0,13612585.0,condition-2,21.0,v8,visual,v8kk-garigari.mp4,v8hh-marumaru.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8hh-marumaru.mp4,1,8591.900000000373
19.0,13612585.0,condition-2,22.0,i0,interoceptive,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0hh-uNzari.mp4,1,10724.599999999627
19.0,13612585.0,condition-2,23.0,a5,auditory,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5kk-dotabata.mp4,1,8733.700000000012
19.0,13612585.0,condition-2,24.0,a7,auditory,a7kk-gisigisi.mp4,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kk-gisigisi.mp4,1,15649.399999999616
19.0,13612585.0,condition-2,25.0,i8,interoceptive,i8hh-hotto.mp4,i8kk-dokiri.mp4,i8hh-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8kk-dokiri.mp4,0,7909.699999999255
19.0,13612585.0,condition-2,26.0,v1,visual,v1kk-gizagiza.mp4,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1hh-kurikuri.mp4,0,8713.59999999887
19.0,13612585.0,condition-2,27.0,v0,visual,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0kk-tiratira.mp4,0,11133.199999999952
19.0,13612585.0,condition-2,28.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2kk-kirakira.mp4,0,12222.899999999674
19.0,13612585.0,condition-2,29.0,a4,auditory,a4hh-zuruzuru.mp4,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4hh-zuruzuru.mp4,1,16574.0
19.0,13612585.0,condition-2,30.0,a9,auditory,a9kk-sakutto.mp4,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9hh-mogomogo.mp4,0,16395.0
19.0,13612645.0,condition-3,1.0,i8,interoceptive,i8hk-hotto.mp4,i8kh-dokiri.mp4,i8hk-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8kh-dokiri.mp4,0,8998.300000000003
19.0,13612645.0,condition-3,2.0,i3,interoceptive,i3hk-sukkiri.mp4,i3kh-iraira.mp4,i3kh-iraira.mp4,"to get irritated, annoyed","to get irritated, annoyed","refreshingly, with a feeling fo relief",i3kh-iraira.mp4,1,18436.79999990463
19.0,13612645.0,condition-3,3.0,i1,interoceptive,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,i1kh-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1kh-gatugatu.mp4,1,24123.899999904635
19.0,13612645.0,condition-3,4.0,a8,auditory,a8kh-kyaakyaa.mp4,a8hk-bosori.mp4,a8hk-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8kh-kyaakyaa.mp4,0,8397.299999999988
19.0,13612645.0,condition-3,5.0,i4,interoceptive,i4hk-tyaNto.mp4,i4kh-dogimagi.mp4,i4hk-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4kh-dogimagi.mp4,0,8194.999999809253
19.0,13612645.0,condition-3,6.0,v0,visual,v0hk-kukkiri.mp4,v0kh-tiratira.mp4,v0hk-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0hk-kukkiri.mp4,1,16422.39999990462
19.0,13612645.0,condition-3,7.0,i0,interoceptive,i0kh-wakuwaku.mp4,i0hk-uNzari.mp4,i0hk-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0hk-uNzari.mp4,1,26155.19999995231
19.0,13612645.0,condition-3,8.0,a2,auditory,a2hk-zyaazyaa.mp4,a2kh-potapota.mp4,a2hk-zyaazyaa.mp4,noisily gushing,noisily gushing,"dripping, trickling",a2kh-potapota.mp4,0,8633.899999809277
19.0,13612645.0,condition-3,9.0,v8,visual,v8kh-garigari.mp4,v8hk-marumaru.mp4,v8hk-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hk-marumaru.mp4,1,8885.399999999994
19.0,13612645.0,condition-3,10.0,v4,visual,v4kh-barabara.mp4,v4hk-bissiri.mp4,v4hk-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4hk-bissiri.mp4,1,8474.69999995231
19.0,13612645.0,condition-3,11.0,v5,visual,v5kh-nikoniko.mp4,v5hk-busuri.mp4,v5kh-nikoniko.mp4,"smilingly, with a grin","smilingly, with a grin","poutingly, displeasure",v5kh-nikoniko.mp4,1,8277.999999952328
19.0,13612645.0,condition-3,12.0,i7,interoceptive,i7kh-zokuzoku.mp4,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7kh-zokuzoku.mp4,1,10872.99999999997
19.0,13612645.0,condition-3,13.0,v1,visual,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,v1kh-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1hk-kurikuri.mp4,0,7912.200000000012
19.0,13612645.0,condition-3,14.0,v3,visual,v3hk-pitari.mp4,v3kh-hirahira.mp4,v3kh-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3kh-hirahira.mp4,1,12351.299999856972
19.0,13612645.0,condition-3,15.0,i6,interoceptive,i6hk-noNbiri.mp4,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6hk-noNbiri.mp4,1,9463.900000000023
19.0,13612645.0,condition-3,16.0,a3,auditory,a3kh-syakisyaki.mp4,a3hk-ziriziri.mp4,a3kh-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3kh-syakisyaki.mp4,1,15751.799999952316
19.0,13612645.0,condition-3,17.0,v9,visual,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kh-bosabosa.mp4,1,39721.19999990461
19.0,13612645.0,condition-3,18.0,i2,interoceptive,i2hk-syoboN.mp4,i2kh-ruNruN.mp4,i2hk-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kh-ruNruN.mp4,0,12289.5
19.0,13612645.0,condition-3,19.0,v6,visual,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hk-huNwari.mp4,1,8538.099999999977
19.0,13612645.0,condition-3,20.0,i9,interoceptive,i9hk-yuttari.mp4,i9kh-dokidoki.mp4,i9kh-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9kh-dokidoki.mp4,1,8316.799999904644
19.0,13612645.0,condition-3,21.0,a0,auditory,a0hk-gosogoso.mp4,a0kh-katakata.mp4,a0hk-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0kh-katakata.mp4,0,13133.59999985696
19.0,13612645.0,condition-3,22.0,a9,auditory,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,a9kh-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kh-sakutto.mp4,1,8045.599999904633
19.0,13612645.0,condition-3,23.0,v7,visual,v7kh-kiritto.mp4,v7hk-boNyari.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7kh-kiritto.mp4,1,12704.09999985696
19.0,13612645.0,condition-3,24.0,a1,auditory,a1hk-sitosito.mp4,a1kh-batyabatya.mp4,a1kh-batyabatya.mp4,splashing,splashing,drizzling,a1hk-sitosito.mp4,0,12456.0
19.0,13612645.0,condition-3,25.0,a5,auditory,a5hk-sororisorori.mp4,a5kh-dotabata.mp4,a5kh-dotabata.mp4,"noisily, with heavy feet","noisily, with heavy feet",slowly and quietly,a5hk-sororisorori.mp4,0,16847.899999809277
19.0,13612645.0,condition-3,26.0,a7,auditory,a7hk-dosidosi.mp4,a7kh-gisigisi.mp4,a7kh-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kh-gisigisi.mp4,1,13115.59999985696
19.0,13612645.0,condition-3,27.0,a4,auditory,a4hk-zuruzuru.mp4,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4hk-zuruzuru.mp4,1,8423.900000000023
19.0,13612645.0,condition-3,28.0,v2,visual,v2hk-doNyori.mp4,v2kh-kirakira.mp4,v2hk-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hk-doNyori.mp4,1,8125.399999952293
19.0,13612645.0,condition-3,29.0,a6,auditory,a6hk-dosari.mp4,a6kh-katitto.mp4,a6hk-dosari.mp4,with a thud,with a thud,"click, snap",a6hk-dosari.mp4,1,9244.19999990461
19.0,13612645.0,condition-3,30.0,i5,interoceptive,i5kh-harahara.mp4,i5hk-nobinobi.mp4,i5kh-harahara.mp4,"anxious, nervous","anxious, nervous","comfortable, peaceful",i5kh-harahara.mp4,1,8103.099999999977
19.0,13613562.0,condition-3,1.0,v0,visual,v0hk-kukkiri.mp4,v0kh-tiratira.mp4,v0hk-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0kh-tiratira.mp4,0,8744.199999999255
19.0,13613562.0,condition-3,2.0,i9,interoceptive,i9kh-dokidoki.mp4,i9hk-yuttari.mp4,i9kh-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9kh-dokidoki.mp4,1,10012.999999998516
19.0,13613562.0,condition-3,3.0,i1,interoceptive,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,i1kh-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1hk-geNnari.mp4,0,20236.49999999962
19.0,13613562.0,condition-3,4.0,v8,visual,v8hk-marumaru.mp4,v8kh-garigari.mp4,v8hk-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8hk-marumaru.mp4,1,9943.799999998504
19.0,13613562.0,condition-3,5.0,v3,visual,v3hk-pitari.mp4,v3kh-hirahira.mp4,v3kh-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3kh-hirahira.mp4,1,11854.199999999257
19.0,13613562.0,condition-3,6.0,a2,auditory,a2hk-zyaazyaa.mp4,a2kh-potapota.mp4,a2hk-zyaazyaa.mp4,noisily gushing,noisily gushing,"dripping, trickling",a2hk-zyaazyaa.mp4,1,8402.5
19.0,13613562.0,condition-3,7.0,v7,visual,v7kh-kiritto.mp4,v7hk-boNyari.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7hk-boNyari.mp4,0,15821.200000000012
19.0,13613562.0,condition-3,8.0,a4,auditory,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,a4hk-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4hk-zuruzuru.mp4,1,8314.299999998504
19.0,13613562.0,condition-3,9.0,v6,visual,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6kh-gotugotu.mp4,0,8794.499999998516
19.0,13613562.0,condition-3,10.0,i6,interoceptive,i6hk-noNbiri.mp4,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6hk-noNbiri.mp4,1,11953.699999998877
19.0,13613562.0,condition-3,11.0,v2,visual,v2hk-doNyori.mp4,v2kh-kirakira.mp4,v2hk-doNyori.mp4,"dark, gloomy","glittering, sparkling","dark, gloomy",v2hk-doNyori.mp4,1,8151.299999998882
19.0,13613562.0,condition-3,12.0,i0,interoceptive,i0kh-wakuwaku.mp4,i0hk-uNzari.mp4,i0hk-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0hk-uNzari.mp4,1,8540.799999998882
19.0,13613562.0,condition-3,13.0,a3,auditory,a3kh-syakisyaki.mp4,a3hk-ziriziri.mp4,a3kh-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3kh-syakisyaki.mp4,1,8565.799999999988
19.0,13613562.0,condition-3,14.0,a1,auditory,a1hk-sitosito.mp4,a1kh-batyabatya.mp4,a1kh-batyabatya.mp4,splashing,splashing,drizzling,a1kh-batyabatya.mp4,1,8597.499999998894
19.0,13613562.0,condition-3,15.0,i7,interoceptive,i7kh-zokuzoku.mp4,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7hk-hokkori.mp4,0,9761.899999998888
19.0,13613562.0,condition-3,16.0,i4,interoceptive,i4kh-dogimagi.mp4,i4hk-tyaNto.mp4,i4hk-tyaNto.mp4,"attentive, proper attitude","attentive, proper attitude","flurried, nervous",i4hk-tyaNto.mp4,1,9863.299999998531
19.0,13613562.0,condition-3,17.0,v1,visual,v1kh-gizagiza.mp4,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1kh-gizagiza.mp4,1,8651.89999999886
19.0,13613562.0,condition-3,18.0,i3,interoceptive,i3kh-iraira.mp4,i3hk-sukkiri.mp4,i3kh-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kh-iraira.mp4,1,8229.599999999627
19.0,13613562.0,condition-3,19.0,a7,auditory,a7kh-gisigisi.mp4,a7hk-dosidosi.mp4,a7kh-gisigisi.mp4,"with a creak, squeak","with a creak, squeak","tramping, stomping",a7kh-gisigisi.mp4,1,9130.399999999616
19.0,13613562.0,condition-3,20.0,v9,visual,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kh-bosabosa.mp4,1,9832.900000000023
19.0,13613562.0,condition-3,21.0,a8,auditory,a8hk-bosori.mp4,a8kh-kyaakyaa.mp4,a8hk-bosori.mp4,"in a whisper, in a murmur","shrieking, squealing","in a whisper, in a murmur",a8hk-bosori.mp4,1,15842.999999998894
19.0,13613562.0,condition-3,22.0,i2,interoceptive,i2kh-ruNruN.mp4,i2hk-syoboN.mp4,i2hk-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2hk-syoboN.mp4,1,8302.900000000023
19.0,13613562.0,condition-3,23.0,v5,visual,v5kh-nikoniko.mp4,v5hk-busuri.mp4,v5kh-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5kh-nikoniko.mp4,1,7896.299999999232
19.0,13613562.0,condition-3,24.0,i5,interoceptive,i5kh-harahara.mp4,i5hk-nobinobi.mp4,i5kh-harahara.mp4,"anxious, nervous","anxious, nervous","comfortable, peaceful",i5kh-harahara.mp4,1,8306.799999998882
19.0,13613562.0,condition-3,25.0,a5,auditory,a5hk-sororisorori.mp4,a5kh-dotabata.mp4,a5kh-dotabata.mp4,"noisily, with heavy feet","noisily, with heavy feet",slowly and quietly,a5kh-dotabata.mp4,1,9459.79999999964
19.0,13613562.0,condition-3,26.0,a9,auditory,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,a9kh-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kh-sakutto.mp4,1,8527.599999999627
19.0,13613562.0,condition-3,27.0,v4,visual,v4kh-barabara.mp4,v4hk-bissiri.mp4,v4hk-bissiri.mp4,"closely lined up, densely","closely lined up, densely","scattered, in pieces",v4kh-barabara.mp4,0,10854.799999998531
19.0,13613562.0,condition-3,28.0,i8,interoceptive,i8kh-dokiri.mp4,i8hk-hotto.mp4,i8hk-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8hk-hotto.mp4,1,8408.099999999627
19.0,13613562.0,condition-3,29.0,a0,auditory,a0hk-gosogoso.mp4,a0kh-katakata.mp4,a0hk-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0hk-gosogoso.mp4,1,12571.89999999886
19.0,13613562.0,condition-3,30.0,a6,auditory,a6kh-katitto.mp4,a6hk-dosari.mp4,a6hk-dosari.mp4,with a thud,with a thud,"click, snap",a6hk-dosari.mp4,1,8211.400000000023
19.0,13620495.0,condition-2,1.0,a7,auditory,a7kk-gisigisi.mp4,a7hh-dosidosi.mp4,a7kk-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kk-gisigisi.mp4,1,31976.10000000001
19.0,13620495.0,condition-2,2.0,v2,visual,v2kk-kirakira.mp4,v2hh-doNyori.mp4,v2hh-doNyori.mp4,"dark, gloomy","dark, gloomy","glittering, sparkling",v2hh-doNyori.mp4,1,8588.199999988079
19.0,13620495.0,condition-2,3.0,i5,interoceptive,i5hh-nobinobi.mp4,i5kk-harahara.mp4,i5kk-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5kk-harahara.mp4,1,8345.999999994034
19.0,13620495.0,condition-2,4.0,a9,auditory,a9hh-mogomogo.mp4,a9kk-sakutto.mp4,a9kk-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kk-sakutto.mp4,1,8251.5
19.0,13620495.0,condition-2,5.0,v7,visual,v7kk-kiritto.mp4,v7hh-boNyari.mp4,v7kk-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7hh-boNyari.mp4,0,13696.600000005972
19.0,13620495.0,condition-2,6.0,v5,visual,v5kk-nikoniko.mp4,v5hh-busuri.mp4,v5kk-nikoniko.mp4,"smilingly, with a grin","smilingly, with a grin","poutingly, displeasure",v5kk-nikoniko.mp4,1,8031.199999994045
19.0,13620495.0,condition-2,7.0,a1,auditory,a1kk-batyabatya.mp4,a1hh-sitosito.mp4,a1kk-batyabatya.mp4,splashing,splashing,drizzling,a1kk-batyabatya.mp4,1,11986.100000000006
19.0,13620495.0,condition-2,8.0,v8,visual,v8hh-marumaru.mp4,v8kk-garigari.mp4,v8hh-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8hh-marumaru.mp4,1,7692.200000005949
19.0,13620495.0,condition-2,9.0,i1,interoceptive,i1hh-geNnari.mp4,i1kk-gatugatu.mp4,i1kk-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1kk-gatugatu.mp4,1,16956.70000000595
19.0,13620495.0,condition-2,10.0,v0,visual,v0kk-tiratira.mp4,v0hh-kukkiri.mp4,v0hh-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0hh-kukkiri.mp4,1,8775.299999988085
19.0,13620495.0,condition-2,11.0,a6,auditory,a6kk-katitto.mp4,a6hh-dosari.mp4,a6hh-dosari.mp4,with a thud,with a thud,"click, snap",a6kk-katitto.mp4,0,10345.40000000596
19.0,13620495.0,condition-2,12.0,v1,visual,v1hh-kurikuri.mp4,v1kk-gizagiza.mp4,v1kk-gizagiza.mp4,"jagged, serrated","jagged, serrated",big and round,v1hh-kurikuri.mp4,0,9407.5
