Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: rated-word,Spreadsheet: rated-meaning,rating,Reaction Time
19.0,13650001.0,condition-3,24.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",1,25295.599999999977
19.0,13650001.0,condition-3,25.0,a1,auditory,a1kh-batyabatya.mp4,splashing,3,23010.20000000001
19.0,13650001.0,condition-3,26.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",1,4857.900000000023
19.0,13650001.0,condition-3,27.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,1,4683.000000000058
19.0,13650001.0,condition-3,28.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,1,11538.09999999992
19.0,13650001.0,condition-3,29.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,4,5008.200000000012
19.0,13650001.0,condition-3,30.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",1,4735.199999999895
20.0,13715041.0,condition-3,1.0,a5,auditory,a5kh-dotabata.mp4,"noisily, with heavy feet",3,9539.199999999995
20.0,13715041.0,condition-3,2.0,v2,visual,v2hk-doNyori.mp4,"dark, gloomy",3,23477.299999999974
20.0,13715041.0,condition-3,3.0,i4,interoceptive,i4hk-tyaNto.mp4,"attentive, proper attitude",4,7962.59999997617
20.0,13715041.0,condition-3,4.0,i2,interoceptive,i2hk-syoboN.mp4,"downhearted, dejected",2,16627.70000000001
20.0,13715041.0,condition-3,5.0,v9,visual,v9kh-bosabosa.mp4,"ruffled, disheveled",6,5695.999999976164
20.0,13715041.0,condition-3,6.0,a0,auditory,a0hk-gosogoso.mp4,with a rustling sound,4,5404.799999976152
20.0,13715041.0,condition-3,7.0,v7,visual,v7kh-kiritto.mp4,"crisp appearance, stiffly",4,7825.499999988067
20.0,13715041.0,condition-3,8.0,v6,visual,v6hk-huNwari.mp4,"gently, airily, fluffy",3,5974.700000011915
20.0,13715041.0,condition-3,9.0,a3,auditory,a3kh-syakisyaki.mp4,"crisp, crunchy",2,8022.200000023848
20.0,13715041.0,condition-3,10.0,v5,visual,v5kh-nikoniko.mp4,"smilingly, with a grin",2,6941.199999988079
20.0,13715041.0,condition-3,11.0,i7,interoceptive,i7kh-zokuzoku.mp4,"shivering, feeling chilly",6,5828.600000023842
20.0,13715041.0,condition-3,12.0,a2,auditory,a2hk-zyaazyaa.mp4,noisily gushing,4,9214.200000011915
20.0,13715041.0,condition-3,13.0,a9,auditory,a9kh-sakutto.mp4,with a crunch,3,12749.500000023836
20.0,13715041.0,condition-3,14.0,i6,interoceptive,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner",2,12805.60000001191
20.0,13715041.0,condition-3,15.0,i8,interoceptive,i8hk-hotto.mp4,with a feeling of relief,5,6190.800000000047
20.0,13715041.0,condition-3,16.0,v1,visual,v1kh-gizagiza.mp4,"jagged, serrated",2,5578.40000002383
20.0,13715041.0,condition-3,17.0,v3,visual,v3kh-hirahira.mp4,"fluttering, dangling",4,14423.100000000037
20.0,13715041.0,condition-3,18.0,v0,visual,v0hk-kukkiri.mp4,"clearly, distinctly, sharply",6,7292.600000000035
20.0,13715041.0,condition-3,19.0,i0,interoceptive,i0hk-uNzari.mp4,"boredom, tedious, fed up with",3,8874.499999988067
20.0,13715041.0,condition-3,20.0,v8,visual,v8hk-marumaru.mp4,"plump, rotund, chubby",6,7048.40000002383
20.0,13715041.0,condition-3,21.0,i1,interoceptive,i1kh-gatugatu.mp4,"ravenously, greedily",2,7265.799999988056
20.0,13715041.0,condition-3,22.0,a4,auditory,a4hk-zuruzuru.mp4,with a slurp,4,6257.599999999977
20.0,13715041.0,condition-3,23.0,a1,auditory,a1kh-batyabatya.mp4,splashing,3,7482.800000023853
20.0,13715041.0,condition-3,24.0,a8,auditory,a8hk-bosori.mp4,"in a whisper, in a murmur",4,9144.19999998808
20.0,13715041.0,condition-3,25.0,a7,auditory,a7kh-gisigisi.mp4,"with a creak, squeak",3,8718.000000011933
20.0,13715041.0,condition-3,26.0,i5,interoceptive,i5kh-harahara.mp4,"anxious, nervous",3,5247.5
20.0,13715041.0,condition-3,27.0,a6,auditory,a6hk-dosari.mp4,with a thud,2,5339.500000000058
20.0,13715041.0,condition-3,28.0,i9,interoceptive,i9kh-dokidoki.mp4,with a rapid heartbeat,7,5112.799999976181
20.0,13715041.0,condition-3,29.0,i3,interoceptive,i3kh-iraira.mp4,"to get irritated, annoyed",1,6974.000000011933
20.0,13715041.0,condition-3,30.0,v4,visual,v4hk-bissiri.mp4,"closely lined up, densely",4,5212.3000000238535
20.0,13729465.0,condition-1,1.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",6,14137.30000002384
20.0,13729465.0,condition-1,2.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,6,11330.300000000005
20.0,13729465.0,condition-1,3.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",4,16250.300000023852
20.0,13729465.0,condition-1,4.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",5,9082.800000000016
20.0,13729465.0,condition-1,5.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",5,8932.799999976152
20.0,13729465.0,condition-1,6.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",5,9374.700000000012
20.0,13729465.0,condition-1,7.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",7,6815.399999999994
20.0,13729465.0,condition-1,8.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",5,12544.200000000012
20.0,13729465.0,condition-1,9.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",7,13385.40000002383
20.0,13729465.0,condition-1,10.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",6,7502.09999997617
20.0,13729465.0,condition-1,11.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",5,12697.40000002383
20.0,13729465.0,condition-1,12.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,6,7458.1999999999825
20.0,13729465.0,condition-1,13.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,6,10968.799999976152
20.0,13729465.0,condition-1,14.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",5,12698.900000047695
20.0,13729465.0,condition-1,15.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",5,10058.399999999963
20.0,13729465.0,condition-1,16.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,6,10326.799999952316
20.0,13729465.0,condition-1,17.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",5,6956.200000023819
20.0,13729465.0,condition-1,18.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,5,9211.20000002382
20.0,13729465.0,condition-1,19.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",6,10139.500000047672
20.0,13729465.0,condition-1,20.0,a1,auditory,a1kd-batyabatya.mp4,splashing,7,7007.599999999977
20.0,13729465.0,condition-1,21.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",5,7807.0
20.0,13729465.0,condition-1,22.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",5,7689.799999999988
20.0,13729465.0,condition-1,23.0,a6,auditory,a6hu-dosari.mp4,with a thud,6,10588.30000004766
20.0,13729465.0,condition-1,24.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",7,6739.000000000058
20.0,13729465.0,condition-1,25.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",6,8247.099999999977
20.0,13729465.0,condition-1,26.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,5,7468.700000023819
20.0,13729465.0,condition-1,27.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",5,11131.200000047684
20.0,13729465.0,condition-1,28.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",5,12696.199999976148
20.0,13729465.0,condition-1,29.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",6,8492.899999952293
20.0,13729465.0,condition-1,30.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",4,11540.800000000048
20.0,13744093.0,condition-1,1.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",4,7575.0
20.0,13744093.0,condition-1,2.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",5,6145.639999999999
20.0,13744093.0,condition-1,3.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",5,10195.619999999995
20.0,13744093.0,condition-1,4.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",2,8107.600000000006
20.0,13744093.0,condition-1,5.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",5,9349.899999999994
20.0,13744093.0,condition-1,6.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",3,32011.859999999982
20.0,13744093.0,condition-1,7.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,5,8956.119999999995
20.0,13744093.0,condition-1,8.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",2,7442.420000000013
20.0,13744093.0,condition-1,9.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,6,5548.420000000013
20.0,13744093.0,condition-1,10.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,2,6316.660000000004
20.0,13744093.0,condition-1,11.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",2,5350.0
20.0,13744093.0,condition-1,12.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",2,7660.640000000014
20.0,13744093.0,condition-1,13.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",1,5312.0
20.0,13744093.0,condition-1,14.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",4,7958.320000000007
20.0,13744093.0,condition-1,15.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",2,5332.640000000014
20.0,13744093.0,condition-1,16.0,a1,auditory,a1kd-batyabatya.mp4,splashing,5,5557.279999999999
20.0,13744093.0,condition-1,17.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",3,5343.600000000006
20.0,13744093.0,condition-1,18.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,3,10956.579999999987
20.0,13744093.0,condition-1,19.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",1,14008.900000000023
20.0,13744093.0,condition-1,20.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",1,6724.219999999972
20.0,13744093.0,condition-1,21.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",3,6235.859999999986
20.0,13744093.0,condition-1,22.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",1,11512.820000000009
20.0,13744093.0,condition-1,23.0,a6,auditory,a6hu-dosari.mp4,with a thud,2,5793.099999999977
20.0,13744093.0,condition-1,24.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",1,6050.080000000016
20.0,13744093.0,condition-1,25.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",4,5995.880000000005
20.0,13744093.0,condition-1,26.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,3,10639.059999999998
20.0,13744093.0,condition-1,27.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,3,7565.020000000019
20.0,13744093.0,condition-1,28.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",4,5728.340000000026
20.0,13744093.0,condition-1,29.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",4,5604.979999999981
20.0,13744093.0,condition-1,30.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",5,6481.280000000028
20.0,13744443.0,condition-1,1.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",5,7142.0
20.0,13744443.0,condition-1,2.0,a6,auditory,a6hu-dosari.mp4,with a thud,4,8643.0
20.0,13744443.0,condition-1,3.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",6,6326.0
20.0,13744443.0,condition-1,4.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",2,5210.0
20.0,13744443.0,condition-1,5.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",7,4885.0
20.0,13744443.0,condition-1,6.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",7,6427.0
20.0,13744443.0,condition-1,7.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,7,5041.0
20.0,13744443.0,condition-1,8.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",2,7192.0
20.0,13744443.0,condition-1,9.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",6,7051.0
20.0,13744443.0,condition-1,10.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,1,6409.0
20.0,13744443.0,condition-1,11.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",4,8051.0
20.0,13744443.0,condition-1,12.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",5,8293.0
20.0,13744443.0,condition-1,13.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",1,7837.0
20.0,13744443.0,condition-1,14.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,7,4843.0
20.0,13744443.0,condition-1,15.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",1,7975.0
20.0,13744443.0,condition-1,16.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",4,5353.0
20.0,13744443.0,condition-1,17.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",7,5309.0
20.0,13744443.0,condition-1,18.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,7,8229.0
20.0,13744443.0,condition-1,19.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,2,6091.0
20.0,13744443.0,condition-1,20.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",7,5886.0
20.0,13744443.0,condition-1,21.0,a1,auditory,a1kd-batyabatya.mp4,splashing,3,5859.0
20.0,13744443.0,condition-1,22.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",4,8585.0
20.0,13744443.0,condition-1,23.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",1,4851.0
20.0,13744443.0,condition-1,24.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",7,4547.0
20.0,13744443.0,condition-1,25.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",7,6567.0
20.0,13744443.0,condition-1,26.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",2,7354.0
20.0,13744443.0,condition-1,27.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",6,4574.0
20.0,13744443.0,condition-1,28.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",7,5351.0
20.0,13744443.0,condition-1,29.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,3,5358.0
20.0,13744443.0,condition-1,30.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",3,6143.0
20.0,13745045.0,condition-1,1.0,a6,auditory,a6hu-dosari.mp4,with a thud,4,20640.60000004768
20.0,13745045.0,condition-1,2.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",4,17038.800000000017
20.0,13745045.0,condition-1,3.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,3,21978.699999999957
20.0,13745045.0,condition-1,4.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",4,19113.00000000003
20.0,13745045.0,condition-1,5.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",5,12756.900000000023
20.0,13745045.0,condition-1,6.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",3,13470.399999999994
20.0,13745045.0,condition-1,7.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",6,16916.300000000017
20.0,13745045.0,condition-1,8.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",6,12489.400000000023
20.0,13745045.0,condition-1,9.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",4,27342.50000000003
20.0,13745045.0,condition-1,10.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",3,12545.199999999952
20.0,13745045.0,condition-1,11.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,5,11887.40000000008
20.0,13745045.0,condition-1,12.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",3,9645.600000000037
20.0,13745045.0,condition-1,13.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",7,14986.899999999963
20.0,13745045.0,condition-1,14.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,7,8920.800000000047
20.0,13745045.0,condition-1,15.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",4,9010.200000000012
20.0,13745045.0,condition-1,16.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",7,10046.90000000008
20.0,13745045.0,condition-1,17.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",3,10091.600000000037
20.0,13745045.0,condition-1,18.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,5,12690.0
20.0,13745045.0,condition-1,19.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,3,7880.100000047707
20.0,13745045.0,condition-1,20.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",5,7333.400000143039
20.0,13745045.0,condition-1,21.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",4,7994.400000047695
20.0,13745045.0,condition-1,22.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",7,8269.700000143028
20.0,13745045.0,condition-1,23.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",4,10771.999999999942
20.0,13745045.0,condition-1,24.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",5,9054.699999999952
20.0,13745045.0,condition-1,25.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",3,8720.299999999988
20.0,13745045.0,condition-1,26.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",2,5617.80000004766
20.0,13745045.0,condition-1,27.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",4,7828.200000000012
20.0,13745045.0,condition-1,28.0,a1,auditory,a1kd-batyabatya.mp4,splashing,4,12132.500000000058
20.0,13745045.0,condition-1,29.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",4,14730.600000000037
20.0,13745045.0,condition-1,30.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,6,6545.599999999977
20.0,13745051.0,condition-1,1.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",5,23680.0
20.0,13745051.0,condition-1,2.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",5,8072.0
20.0,13745051.0,condition-1,3.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",7,7003.0
20.0,13745051.0,condition-1,4.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",7,32920.0
20.0,13745051.0,condition-1,5.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",5,9872.0
20.0,13745051.0,condition-1,6.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",6,10906.0
20.0,13745051.0,condition-1,7.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",6,9406.0
20.0,13745051.0,condition-1,8.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,3,9706.0
20.0,13745051.0,condition-1,9.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",7,7805.0
20.0,13745051.0,condition-1,10.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",2,11306.0
20.0,13745051.0,condition-1,11.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",4,12875.0
20.0,13745051.0,condition-1,12.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",6,6737.0
20.0,13745051.0,condition-1,13.0,a1,auditory,a1kd-batyabatya.mp4,splashing,4,7471.0
20.0,13745051.0,condition-1,14.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",4,9108.0
20.0,13745051.0,condition-1,15.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,4,9473.0
20.0,13745051.0,condition-1,16.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,5,7671.0
20.0,13745051.0,condition-1,17.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",6,8273.0
20.0,13745051.0,condition-1,18.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",3,9907.0
20.0,13745051.0,condition-1,19.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",4,11609.0
20.0,13745051.0,condition-1,20.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,3,10240.0
20.0,13745051.0,condition-1,21.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",7,7604.0
20.0,13745051.0,condition-1,22.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",4,15510.0
20.0,13745051.0,condition-1,23.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",4,9773.0
20.0,13745051.0,condition-1,24.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",3,8939.0
20.0,13745051.0,condition-1,25.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,3,13075.0
20.0,13745051.0,condition-1,26.0,a6,auditory,a6hu-dosari.mp4,with a thud,5,10541.0
20.0,13745051.0,condition-1,27.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",6,8639.0
20.0,13745051.0,condition-1,28.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",2,8806.0
20.0,13745051.0,condition-1,29.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",7,8107.0
20.0,13745051.0,condition-1,30.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,5,12409.0
20.0,13745400.0,condition-1,1.0,v9,visual,v9kd-bosabosa.mp4,"ruffled, disheveled",3,15143.699999999995
20.0,13745400.0,condition-1,2.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,7,8317.199999997014
20.0,13745400.0,condition-1,3.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",2,6992.400000002977
20.0,13745400.0,condition-1,4.0,a1,auditory,a1kd-batyabatya.mp4,splashing,1,5499.300000000003
20.0,13745400.0,condition-1,5.0,i3,interoceptive,i3kd-iraira.mp4,"to get irritated, annoyed",6,5304.5
20.0,13745400.0,condition-1,6.0,v1,visual,v1kd-gizagiza.mp4,"jagged, serrated",2,9395.600000000006
20.0,13745400.0,condition-1,7.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",7,6651.999999991065
20.0,13745400.0,condition-1,8.0,i1,interoceptive,i1kd-gatugatu.mp4,"ravenously, greedily",5,6764.600000002974
20.0,13745400.0,condition-1,9.0,a9,auditory,a9kd-sakutto.mp4,with a crunch,1,6682.800000002986
20.0,13745400.0,condition-1,10.0,a7,auditory,a7kd-gisigisi.mp4,"with a creak, squeak",2,9017.0
20.0,13745400.0,condition-1,11.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",5,7562.599999991071
20.0,13745400.0,condition-1,12.0,i6,interoceptive,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner",1,8219.900000002992
20.0,13745400.0,condition-1,13.0,v0,visual,v0hu-kukkiri.mp4,"clearly, distinctly, sharply",2,5740.699999994045
20.0,13745400.0,condition-1,14.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",3,5821.3000000000175
20.0,13745400.0,condition-1,15.0,i9,interoceptive,i9kd-dokidoki.mp4,with a rapid heartbeat,6,5738.199999999983
20.0,13745400.0,condition-1,16.0,v5,visual,v5kd-nikoniko.mp4,"smilingly, with a grin",7,6658.7999999910535
20.0,13745400.0,condition-1,17.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",6,8800.499999991065
20.0,13745400.0,condition-1,18.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",1,6142.499999997031
20.0,13745400.0,condition-1,19.0,a6,auditory,a6hu-dosari.mp4,with a thud,3,6794.199999997014
20.0,13745400.0,condition-1,20.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",6,8706.999999997031
20.0,13745400.0,condition-1,21.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,7,9730.299999991084
20.0,13745400.0,condition-1,22.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,6,6138.199999997043
20.0,13745400.0,condition-1,23.0,v3,visual,v3kd-hirahira.mp4,"fluttering, dangling",6,6850.400000002992
20.0,13745400.0,condition-1,24.0,a2,auditory,a2hu-zyaazyaa.mp4,noisily gushing,1,7920.999999994063
20.0,13745400.0,condition-1,25.0,v2,visual,v2hu-doNyori.mp4,"dark, gloomy",2,6728.59999999404
20.0,13745400.0,condition-1,26.0,i4,interoceptive,i4hu-tyaNto.mp4,"attentive, proper attitude",6,6503.79999999702
20.0,13745400.0,condition-1,27.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",4,6125.300000002957
20.0,13745400.0,condition-1,28.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",2,8387.29999999702
20.0,13745400.0,condition-1,29.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",7,6499.099999999977
20.0,13745400.0,condition-1,30.0,v6,visual,v6hu-huNwari.mp4,"gently, airily, fluffy",6,7216.999999991036
20.0,13748897.0,condition-1,1.0,a6,auditory,a6hu-dosari.mp4,with a thud,1,7936.0
20.0,13748897.0,condition-1,2.0,a4,auditory,a4hu-zuruzuru.mp4,with a slurp,7,4879.0
20.0,13748897.0,condition-1,3.0,i7,interoceptive,i7kd-zokuzoku.mp4,"shivering, feeling chilly",2,5513.0
20.0,13748897.0,condition-1,4.0,v8,visual,v8hu-marumaru.mp4,"plump, rotund, chubby",2,5280.0
20.0,13748897.0,condition-1,5.0,i2,interoceptive,i2hu-syoboN.mp4,"downhearted, dejected",2,9089.0
20.0,13748897.0,condition-1,6.0,v7,visual,v7kd-kiritto.mp4,"crisp appearance, stiffly",2,7819.0
20.0,13748897.0,condition-1,7.0,i5,interoceptive,i5kd-harahara.mp4,"anxious, nervous",1,5077.0
20.0,13748897.0,condition-1,8.0,a8,auditory,a8hu-bosori.mp4,"in a whisper, in a murmur",1,4860.0
20.0,13748897.0,condition-1,9.0,a5,auditory,a5kd-dotabata.mp4,"noisily, with heavy feet",5,5213.0
20.0,13748897.0,condition-1,10.0,a1,auditory,a1kd-batyabatya.mp4,splashing,2,6516.0
20.0,13748897.0,condition-1,11.0,i8,interoceptive,i8hu-hotto.mp4,with a feeling of relief,6,8621.0
20.0,13748897.0,condition-1,12.0,a0,auditory,a0hu-gosogoso.mp4,with a rustling sound,2,8503.0
20.0,13748897.0,condition-1,13.0,a3,auditory,a3kd-syakisyaki.mp4,"crisp, crunchy",3,6113.0
20.0,13748897.0,condition-1,14.0,v4,visual,v4hu-bissiri.mp4,"closely lined up, densely",2,8452.0
20.0,13748897.0,condition-1,15.0,i0,interoceptive,i0hu-uNzari.mp4,"boredom, tedious, fed up with",3,6198.0
